Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Cash,AAV,CONT YR,CONT VALUE,Earnings,FA Year,Sign Year,Sign Age
Allen Crabbe,2017,SG,BKN,"$19,332,500",$0,"$19,332,500",0.195,"$19,332,500","$18,708,125",4,"$74,832,500","$40,466,776",2020,2016,23
Jimmy Butler,2017,SG,MIN,"$17,546,918","$1,150,000","$19,301,070",0.195,"$17,546,918","$18,467,976",5,"$92,339,878","$60,025,227",2019,2015,25
Jeff Teague,2017,PG,MIN,"$19,000,000",$0,"$19,000,000",0.192,"$19,000,000","$19,000,000",3,"$57,000,000","$58,355,440",2020,2017,28
Kyrie Irving,2017,PG,BOS,"$18,868,625",$0,"$18,868,625",0.19,"$18,868,625","$18,868,625",5,"$94,343,126","$75,108,436",2019,2015,22
Kawhi Leonard,2017,SF,SAS,"$18,868,625",$0,"$18,868,625",0.19,"$18,868,625","$18,868,625",5,"$94,343,126","$60,899,944",2019,2015,23
DeMarcus Cousins,2017,C,NOP,"$18,063,850",$0,"$18,063,850",0.182,"$18,063,850","$16,404,925",4,"$65,619,700","$80,711,986",2018,2014,23
John Wall,2017,PG,WAS,"$18,063,850",$0,"$18,063,850",0.182,"$18,063,850","$16,957,900",5,"$84,789,500","$88,590,825",0,2014,23
Wesley Matthews,2017,SG,DAL,"$17,884,175",$0,"$17,884,175",0.18,"$17,884,175","$17,515,007",4,"$70,060,026","$83,446,645",2019,2015,28
Klay Thompson,2017,SG,GSW,"$17,826,150",$0,"$17,826,150",0.18,"$17,826,150","$17,244,863",4,"$68,979,450","$59,318,274",2019,2015,24
Joakim Noah,2017,C,NYK,"$17,765,000",$0,"$17,765,000",0.179,"$17,765,000","$18,147,500",4,"$72,590,000","$102,938,633",2020,2016,30
Kentavious Caldwell-Pope,2017,SG,LAL,"$17,745,894",$0,"$17,745,894",0.179,"$17,745,894","$17,745,894",1,"$17,745,894","$29,741,533",2018,2017,23
Luol Deng,2017,SF,LAL,"$17,190,000",$0,"$17,190,000",0.17300000000000001,"$17,190,000","$18,000,000",4,"$72,000,000","$134,308,719",2020,2016,30
Evan Turner,2017,SF,POR,"$17,131,148",$0,"$17,131,148",0.17300000000000001,"$17,131,148","$17,500,000",4,"$70,000,000","$60,786,176",2020,2016,27
Goran Dragic,2017,PG,MIA,"$17,000,450",$0,"$17,000,450",0.172,"$17,000,450","$17,000,450",5,"$85,002,250","$77,379,858",2020,2015,28
Bismack Biyombo,2017,C,ORL,"$17,000,000",$0,"$17,000,000",0.172,"$17,000,000","$18,000,000",4,"$72,000,000","$48,913,319",2020,2016,23
Kent Bazemore,2017,SF,ATL,"$16,910,113",$0,"$16,910,113",0.171,"$16,910,113","$17,500,000",4,"$70,000,000","$37,902,927",2020,2016,26
Robert Covington,2017,SF,PHI,"$16,698,103",$0,"$16,698,103",0.16899999999999998,"$16,698,103","$1,148,232",4,"$4,592,926","$20,353,979",2018,2014,23
Ian Mahinmi,2017,C,WAS,"$16,661,641",$0,"$16,661,641",0.168,"$16,661,641","$16,000,000",4,"$64,000,000","$53,107,338",2020,2016,29
Tristan Thompson,2017,C,CLE,"$16,400,000",$0,"$16,400,000",0.166,"$16,400,000","$16,400,000",5,"$82,000,000","$62,085,434",2020,2015,23
Draymond Green,2017,PF,GSW,"$16,400,000",$0,"$16,400,000",0.166,"$16,400,000","$16,400,000",5,"$82,000,000","$48,632,048",0,2015,24
Reggie Jackson,2017,PG,DET,"$16,000,000",$0,"$16,000,000",0.161,"$16,000,000","$16,000,000",5,"$80,000,000","$50,473,392",2020,2015,24
Tobias Harris,2017,PF,LAC,"$16,000,000",$0,"$16,000,000",0.161,"$6,508,475","$16,000,000",4,"$64,000,000","$55,749,880",2019,2015,22
Pau Gasol,2017,C,SAS,"$16,000,000",$0,"$16,000,000",0.161,"$16,000,000","$16,000,000",3,"$48,000,000","$198,999,615",2020,2017,36
Jonas Valanciunas,2017,C,TOR,"$15,460,674",$0,"$15,460,674",0.156,"$15,460,674","$16,000,000",4,"$64,000,000","$45,082,618",2019,2016,23
Tony Parker,2017,PG,SAS,"$15,453,126",$0,"$15,453,126",0.156,"$15,453,126","$14,445,313",3,"$43,335,939","$160,843,436",2018,2015,32
Timofey Mozgov,2017,C,BKN,"$15,280,000",$0,"$15,280,000",0.154,"$15,280,000","$16,000,000",4,"$64,000,000","$54,678,953",2020,2016,29
Andre Iguodala,2017,SF,GSW,"$14,814,815",$0,"$14,814,815",0.15,"$14,814,815","$16,000,000",3,"$48,000,000","$133,498,733",2020,2017,32
DeMarre Carroll,2017,SF,BKN,"$14,800,000",$0,"$14,800,000",0.149,"$14,800,000","$14,500,000",4,"$58,000,000","$51,329,723",2019,2015,28
Thaddeus Young,2017,PF,IND,"$12,921,348",$0,"$14,796,348",0.149,"$14,796,348","$13,500,000",4,"$54,000,000","$81,810,523",2019,2015,26
Eric Bledsoe,2017,PG,MIL,"$14,500,000",$0,"$14,500,000",0.146,"$12,861,582","$14,000,000",5,"$70,000,000","$62,104,069",0,2014,24
Ricky Rubio,2017,PG,UTA,"$14,100,000",$0,"$14,275,000",0.14400000000000002,"$14,275,000","$13,750,000",4,"$55,000,000","$55,216,408",2019,2015,24
Joe Ingles,2017,SF,UTA,"$14,136,364",$0,"$14,136,364",0.14300000000000002,"$14,136,364","$13,000,000",4,"$52,000,000","$18,943,700",0,2017,29
Khris Middleton,2017,SF,MIL,"$14,100,000",$0,"$14,100,000",0.142,"$14,100,000","$14,000,000",5,"$70,000,000","$46,177,719",2019,2015,23
Mason Plumlee,2017,C,DEN,"$14,041,096",$0,"$14,041,096",0.142,"$14,041,096","$13,666,667",3,"$41,000,000","$20,440,866",2020,2017,26
Taj Gibson,2017,PF,MIN,"$14,000,000",$0,"$14,000,000",0.141,"$14,000,000","$14,000,000",2,"$28,000,000","$52,275,668",2019,2017,31
Robin Lopez,2017,C,CHI,"$13,788,500",$0,"$13,788,500",0.139,"$13,788,500","$13,503,875",4,"$54,015,500","$64,126,639",2019,2015,26
J.R. Smith,2017,SG,CLE,"$13,760,000",$0,"$13,760,000",0.139,"$13,760,000","$14,250,000",4,"$57,000,000","$70,915,051",2020,2016,30
Brandon Knight,2017,PG,PHX,"$13,618,750",$0,"$13,618,750",0.13699999999999998,"$13,618,750","$14,000,000",5,"$70,000,000","$50,814,677",2020,2015,23
Marvin Williams,2017,PF,CHA,"$13,168,750",$0,"$13,168,750",0.133,"$13,168,750","$13,628,125",4,"$54,512,500","$93,615,878",2020,2016,29
Michael Kidd-Gilchrist,2017,SF,CHA,"$13,000,000",$0,"$13,000,000",0.131,"$13,000,000","$13,000,000",4,"$52,000,000","$46,760,923",2020,2016,22
Tyson Chandler,2017,C,PHX,"$13,000,000",$0,"$13,000,000",0.131,"$13,000,000","$13,000,000",4,"$52,000,000","$171,586,645",2019,2015,32
Eric Gordon,2017,SG,HOU,"$12,943,020",$0,"$12,943,020",0.131,"$12,943,020","$13,221,622",4,"$52,886,489","$95,237,342",0,2016,27
Kenneth Faried,2017,PF,DEN,"$12,921,348",$0,"$12,921,348",0.13,"$12,921,348","$12,500,000",4,"$50,000,000","$42,174,500",2019,2015,25
Marcin Gortat,2017,C,WAS,"$12,782,609",$0,"$12,782,609",0.129,"$12,782,609","$12,000,000",5,"$60,000,000","$80,201,659",2019,2014,29
Miles Plumlee,2017,C,ATL,"$12,500,000",$0,"$12,500,000",0.126,"$12,500,000","$12,500,000",4,"$50,000,000","$30,253,385",2020,2016,27
Nikola Mirotic,2017,PF,NOP,"$12,500,000",$0,"$12,500,000",0.126,"$4,872,881","$7,500,000",2,"$15,000,000","$29,131,175",2019,2017,25
Zach Randolph,2017,PF,SAC,"$12,307,692",$0,"$12,307,692",0.124,"$12,307,692","$12,000,000",2,"$24,000,000","$184,904,937",2019,2017,35
Nikola Vucevic,2017,C,ORL,"$12,250,000",$0,"$12,250,000",0.124,"$12,250,000","$13,250,000",4,"$53,000,000","$42,838,639",2019,2015,24
Solomon Hill,2017,SF,NOP,"$11,747,073",$0,"$12,236,535",0.12300000000000001,"$12,236,535","$12,000,000",4,"$48,000,000","$27,386,153",2020,2016,24
John Henson,2017,PF,MIL,"$10,422,536","$1,000,000","$12,172,536",0.12300000000000001,"$11,172,536","$12,000,000",4,"$48,000,000","$35,079,323",2020,2016,25
Wilson Chandler,2017,SF,DEN,"$12,016,854",$0,"$12,016,854",0.121,"$12,016,854","$11,625,000",4,"$46,500,000","$62,823,212",2019,2015,27
Jeremy Lin,2017,PG,BKN,"$12,000,000",$0,"$12,000,000",0.121,"$12,000,000","$12,766,667",3,"$38,300,000","$51,981,991",2019,2016,27
Kemba Walker,2017,PG,CHA,"$12,000,000",$0,"$12,000,000",0.121,"$12,000,000","$12,000,000",4,"$48,000,000","$46,199,401",2019,2015,24
Derrick Favors,2017,PF,UTA,"$11,750,000",$0,"$12,000,000",0.121,"$12,000,000","$11,737,500",4,"$46,950,000","$66,471,159",2018,2014,22
Austin Rivers,2017,SG,LAC,"$11,825,000",$0,"$11,825,000",0.11900000000000001,"$11,825,000","$11,825,000",3,"$35,475,000","$32,953,036",2019,2016,23
Courtney Lee,2017,SG,NYK,"$11,747,890",$0,"$11,747,890",0.11900000000000001,"$11,747,890","$12,000,835",4,"$48,003,340","$49,980,538",2020,2016,30
Jordan Clarkson,2017,SG,CLE,"$11,562,500",$0,"$11,562,500",0.11699999999999999,"$4,115,466","$12,500,000",4,"$50,000,000","$25,414,895",2020,2016,23
Amir Johnson,2017,C,PHI,"$11,000,000",$0,"$11,000,000",0.111,"$11,000,000","$11,000,000",1,"$11,000,000","$75,989,800",2018,2017,29
Alec Burks,2017,SG,UTA,"$10,595,506",$0,"$10,845,506",0.109,"$10,845,506","$10,500,000",4,"$42,000,000","$39,437,016",2019,2015,23
Omer Asik,2017,C,CHI,"$10,595,505",$0,"$10,595,505",0.107,"$4,130,451","$11,595,505",5,"$57,977,525","$58,053,481",2020,2015,28
Bojan Bogdanovic,2017,SF,IND,"$10,500,000",$0,"$10,500,000",0.106,"$10,500,000","$10,500,000",2,"$21,000,000","$21,091,796",2019,2017,27
Terrence Ross,2017,SG,ORL,"$10,500,000",$0,"$10,500,000",0.106,"$10,500,000","$10,500,000",3,"$31,500,000","$32,089,837",2019,2016,24
Jon Leuer,2017,PF,DET,"$10,497,319",$0,"$10,497,319",0.106,"$10,497,319","$10,500,000",4,"$42,000,000","$25,535,164",2020,2016,26
Iman Shumpert,2017,SG,SAC,"$10,337,079",$0,"$10,337,079",0.10400000000000001,"$3,679,299","$10,000,000",4,"$40,000,000","$36,201,060",2019,2015,24
Maurice Harkless,2017,SF,POR,"$9,662,921",$0,"$10,162,921",0.10300000000000001,"$10,162,921","$10,500,000",4,"$42,000,000","$27,975,384",2020,2016,22
Darren Collison,2017,PG,IND,"$10,000,000",$0,"$10,000,000",0.10099999999999999,"$10,000,000","$10,000,000",2,"$20,000,000","$33,059,051",2019,2017,29
Jared Dudley,2017,SF,PHX,"$10,000,000",$0,"$10,000,000",0.10099999999999999,"$10,000,000","$10,000,000",3,"$30,000,000","$46,833,760",2019,2016,30
Danny Green,2017,SG,SAS,"$10,000,000",$0,"$10,000,000",0.10099999999999999,"$10,000,000","$10,000,000",4,"$40,000,000","$42,607,624",2019,2015,27
Meyers Leonard,2017,C,POR,"$9,904,494",$0,"$9,904,494",0.1,"$9,904,494","$10,250,000",4,"$41,000,000","$28,860,456",2020,2016,23
Al Jefferson,2017,C,IND,"$9,769,821",$0,"$9,769,821",0.099,"$9,769,821","$10,000,000",3,"$30,000,000","$129,787,578",2019,2016,30
Matthew Dellavedova,2017,PG,MIL,"$9,607,500",$0,"$9,607,500",0.09699999999999999,"$9,607,500","$9,607,500",4,"$38,430,000","$21,668,938",2020,2016,25
Bogdan Bogdanovic,2017,SG,SAC,"$9,470,614",$0,"$9,470,614",0.096,"$9,470,614","$9,000,000",3,"$27,000,000","$9,470,614",2020,2017,24
Andre Roberson,2017,SG,OKC,"$9,259,260",$0,"$9,259,260",0.09300000000000001,"$9,259,260","$10,000,000",3,"$30,000,000","$14,554,572",2020,2017,25
Dwight Powell,2017,PF,DAL,"$9,003,125",$0,"$9,003,125",0.091,"$9,003,125","$9,317,188",4,"$37,268,750","$18,730,520",0,2016,24
Jerryd Bayless,2017,PG,PHI,"$9,000,000",$0,"$9,000,000",0.091,"$9,000,000","$9,000,000",3,"$27,000,000","$39,436,988",2019,2016,27
Avery Bradley,2017,SG,LAC,"$8,808,989",$0,"$8,808,989",0.08900000000000001,"$3,583,318","$8,000,000",4,"$32,000,000","$38,787,412",2018,2014,23
JaMychal Green,2017,PF,MEM,"$8,533,333",$0,"$8,533,333",0.086,"$8,533,333","$8,100,000",2,"$16,200,000","$13,463,144",2019,2017,26
E'Twaun Moore,2017,SG,NOP,"$8,445,024",$0,"$8,445,024",0.085,"$8,445,024","$8,500,000",4,"$34,000,000","$20,898,750",2020,2016,26
Rudy Gay,2017,PF,SAS,"$8,406,000",$0,"$8,406,000",0.085,"$8,406,000","$8,616,150",2,"$17,232,300","$124,025,870",2019,2017,30
Kosta Koufos,2017,C,SAC,"$8,393,000",$0,"$8,393,000",0.085,"$8,393,000","$8,219,750",4,"$32,879,000","$38,555,284",2019,2015,25
Vince Carter,2017,SG,SAC,"$8,000,000",$0,"$8,000,000",0.081,"$8,000,000","$8,000,000",1,"$8,000,000","$167,087,631",2018,2017,39
Garrett Temple,2017,SG,SAC,"$8,000,000",$0,"$8,000,000",0.081,"$8,000,000","$8,000,000",3,"$24,000,000","$20,026,925",2019,2016,29
Markieff Morris,2017,PF,WAS,"$8,000,000",$0,"$8,000,000",0.081,"$8,000,000","$8,000,000",4,"$32,000,000","$32,031,329",2019,2015,25
C.J. Miles,2017,SF,TOR,"$7,936,508",$0,"$7,936,508",0.08,"$7,936,508","$8,333,333",3,"$25,000,000","$41,480,813",2020,2017,29
Shaun Livingston,2017,PG,GSW,"$7,692,308",$0,"$7,692,308",0.078,"$7,692,308","$7,897,436",3,"$23,692,308","$48,856,843",2020,2017,31
Cory Joseph,2017,PG,IND,"$7,630,000",$0,"$7,630,000",0.077,"$7,630,000","$7,472,500",4,"$29,890,000","$26,922,660",2019,2015,23
Andrew Wiggins,2017,SF,MIN,"$7,574,323",$0,"$7,574,323",0.076,"$7,574,323","$6,212,561",4,"$24,850,243","$24,850,243",2018,2014,18
Darrell Arthur,2017,PF,DEN,"$7,464,912",$0,"$7,464,912",0.075,"$7,464,912","$7,666,667",3,"$23,000,000","$32,827,039",2019,2016,27
Trevor Ariza,2017,SF,HOU,"$7,420,912",$0,"$7,420,912",0.075,"$7,420,912","$8,000,001",4,"$32,000,002","$74,995,477",2018,2014,28
Channing Frye,2017,PF,LAL,"$7,420,912",$0,"$7,420,912",0.075,"$2,641,342","$8,000,000",4,"$32,000,000","$66,236,206",2018,2014,30
Al-Farouq Aminu,2017,PF,POR,"$7,319,035",$0,"$7,319,035",0.07400000000000001,"$7,319,035","$7,500,000",4,"$30,000,000","$35,502,591",2019,2015,24
Cole Aldrich,2017,C,MIN,"$7,300,000",$0,"$7,300,000",0.07400000000000001,"$7,300,000","$7,300,000",3,"$21,900,000","$24,353,715",2019,2016,27
D.J. Augustin,2017,PG,ORL,"$7,250,000",$0,"$7,250,000",0.073,"$7,250,000","$7,250,000",4,"$29,000,000","$35,762,263",2020,2016,28
Markelle Fultz,2017,PG,PHI,"$7,026,240",$0,"$7,026,240",0.071,"$7,026,240","$9,350,004",4,"$37,400,017","$7,026,240",0,2017,18
Jeremy Lamb,2017,SG,CHA,"$7,000,000",$0,"$7,000,000",0.071,"$7,000,000","$7,000,000",3,"$21,000,000","$22,879,344",2019,2016,23
Kyle Korver,2017,SG,CLE,"$7,000,000",$0,"$7,000,000",0.071,"$7,000,000","$7,353,333",3,"$22,060,000","$70,316,882",2020,2017,35
Boban Marjanovic,2017,C,LAC,"$7,000,000",$0,"$7,000,000",0.071,"$2,847,458","$7,000,000",3,"$21,000,000","$15,200,000",2019,2016,27
Louis Williams,2017,SG,LAC,"$7,000,000",$0,"$7,000,000",0.071,"$7,000,000","$7,000,000",3,"$21,000,000","$57,198,368",2018,2015,28
Jae Crowder,2017,SF,UTA,"$6,796,117",$0,"$6,796,117",0.069,"$2,418,957","$7,000,000",5,"$35,000,000","$22,183,248",2020,2015,24
Jabari Parker,2017,PF,MIL,"$6,782,392",$0,"$6,782,392",0.068,"$6,782,392","$7,413,237",3,"$22,239,712","$22,239,712",2018,2014,18
Langston Galloway,2017,SG,DET,"$6,666,667",$0,"$6,666,667",0.067,"$6,666,667","$7,000,000",3,"$21,000,000","$13,038,174",2020,2017,25
Lance Thomas,2017,SF,NYK,"$6,655,325",$0,"$6,655,325",0.067,"$6,655,325","$6,887,488",4,"$27,549,950","$16,554,642",2020,2016,27
Ed Davis,2017,PF,POR,"$6,352,531",$0,"$6,352,531",0.064,"$6,352,531","$6,666,667",3,"$20,000,000","$29,921,640",2018,2015,25
Jonathon Simmons,2017,SF,ORL,"$6,300,000",$0,"$6,300,000",0.064,"$6,300,000","$6,666,667",3,"$20,000,000","$7,699,729",2020,2017,27
Wayne Ellington,2017,SG,MIA,"$6,270,000",$0,"$6,270,000",0.063,"$6,270,000","$6,135,000",2,"$12,270,000","$25,227,827",2018,2016,28
Isaiah Thomas,2017,PG,LAL,"$6,261,395",$0,"$6,261,395",0.063,"$2,228,632","$6,750,001",4,"$27,000,002","$30,175,846",2018,2014,24
Karl-Anthony Towns,2017,C,MIN,"$6,216,840",$0,"$6,216,840",0.063,"$6,216,840","$6,430,009",4,"$25,720,035","$17,880,600",0,2015,19
Ben Simmons,2017,PG,PHI,"$6,168,840",$0,"$6,168,840",0.062,"$6,168,840","$6,655,113",4,"$26,620,450","$12,072,000",0,2016,19
Joel Embiid,2017,C,PHI,"$6,100,266",$0,"$6,100,266",0.062,"$6,100,266","$4,995,257",4,"$19,981,026","$19,981,026",0,2014,19
Dewayne Dedmon,2017,C,ATL,"$6,000,000",$0,"$6,000,000",0.061,"$6,000,000","$7,050,000",2,"$14,100,000","$11,159,762",2019,2017,27
Ishmael Smith,2017,PG,DET,"$6,000,000",$0,"$6,000,000",0.061,"$6,000,000","$6,000,000",3,"$18,000,000","$17,863,089",2019,2016,27
Milos Teodosic,2017,PG,LAC,"$6,000,000",$0,"$6,000,000",0.061,"$6,000,000","$6,150,000",2,"$12,300,000","$6,000,000",2019,2017,29
Shelvin Mack,2017,PG,ORL,"$6,000,000",$0,"$6,000,000",0.061,"$6,000,000","$6,000,000",2,"$12,000,000","$15,219,683",2019,2017,26
Alan Williams,2017,PF,PHX,"$6,000,000",$0,"$6,000,000",0.061,"$6,000,000","$5,666,667",3,"$17,000,000","$6,988,921",2020,2017,23
Wesley Johnson,2017,SF,LAC,"$5,881,260",$0,"$5,881,260",0.059000000000000004,"$5,881,260","$5,881,260",3,"$17,643,780","$25,743,611",2019,2016,28
Tyler Johnson,2017,SG,MIA,"$5,881,260",$0,"$5,881,260",0.059000000000000004,"$5,881,260","$12,500,000",4,"$50,000,000","$12,688,955",2020,2016,23
Alex Abrines,2017,SG,OKC,"$5,725,000",$0,"$5,725,000",0.057999999999999996,"$5,725,000","$5,725,000",3,"$17,175,000","$11,719,764",2019,2016,22
Jayson Tatum,2017,SF,BOS,"$5,645,400",$0,"$5,645,400",0.057,"$5,645,400","$7,518,330",4,"$30,073,320","$5,645,400",0,2017,18
D'Angelo Russell,2017,PG,BKN,"$5,562,360",$0,"$5,562,360",0.055999999999999994,"$5,562,360","$5,754,495",4,"$23,017,978","$15,998,280",2019,2015,18
Brandon Ingram,2017,SF,LAL,"$5,519,400",$0,"$5,519,400",0.055999999999999994,"$5,519,400","$5,955,921",4,"$23,823,685","$10,801,080",2020,2016,18
Patrick Beverley,2017,PG,LAC,"$5,513,513",$0,"$5,513,513",0.055999999999999994,"$5,513,513","$5,756,757",4,"$23,027,026","$20,774,362",2019,2015,26
Aaron Gordon,2017,PF,ORL,"$5,504,420",$0,"$5,504,420",0.055999999999999994,"$5,504,420","$4,504,865",4,"$18,019,460","$18,019,460",2018,2014,18
Thabo Sefolosha,2017,SF,UTA,"$5,250,000",$0,"$5,250,000",0.053,"$5,250,000","$5,250,000",2,"$10,500,000","$38,831,326",2019,2017,32
Jason Smith,2017,PF,WAS,"$5,225,000",$0,"$5,225,000",0.053,"$5,225,000","$5,225,000",3,"$15,675,000","$30,982,188",2019,2016,29
Ben McLemore,2017,SG,MEM,"$5,200,000",$0,"$5,200,000",0.052000000000000005,"$5,200,000","$5,330,000",2,"$10,660,000","$18,287,722",2019,2017,23
Nick Young,2017,SG,GSW,"$5,192,000",$0,"$5,192,000",0.052000000000000005,"$5,192,000","$5,192,000",1,"$5,192,000","$37,970,666",2018,2017,31
Patrick Patterson,2017,PF,OKC,"$5,192,000",$0,"$5,192,000",0.052000000000000005,"$5,192,000","$5,451,600",3,"$16,354,800","$31,944,871",2020,2017,27
Josh Jackson,2017,SF,PHX,"$5,090,040",$0,"$5,090,040",0.051,"$5,090,040","$6,780,321",4,"$27,121,282","$5,090,040",2020,2017,19
Mike Muscala,2017,C,ATL,"$5,000,000",$0,"$5,000,000",0.05,"$5,000,000","$5,000,000",2,"$10,000,000","$7,940,925",2019,2017,25
Greg Monroe,2017,C,BOS,"$5,000,000",$0,"$5,000,000",0.05,"$5,000,000","$5,000,000",1,"$5,000,000","$74,440,629",2018,2017,26
Marcus Morris Sr.,2017,PF,BOS,"$5,000,000",$0,"$5,000,000",0.05,"$5,000,000","$5,000,000",4,"$20,000,000","$22,928,419",2019,2015,25
Dirk Nowitzki,2017,PF,DAL,"$5,000,000",$0,"$5,000,000",0.05,"$5,000,000","$5,000,000",1,"$5,000,000","$246,646,362",2018,2017,38
Jahlil Okafor,2017,C,BKN,"$4,995,120",$0,"$4,995,120",0.05,"$3,527,627","$4,788,880",3,"$14,366,640","$14,366,640",2018,2015,19
Dante Exum,2017,PG,UTA,"$4,992,385",$0,"$4,992,385",0.05,"$4,992,385","$4,081,356",4,"$16,325,425","$16,325,425",2018,2014,18
Alexis Ajinca,2017,C,NOP,"$4,961,798",$0,"$4,961,798",0.05,"$4,961,798","$5,050,000",4,"$20,200,000","$19,797,812",2019,2015,26
Jaylen Brown,2017,SG,BOS,"$4,956,480",$0,"$4,956,480",0.05,"$4,956,480","$5,351,067",4,"$21,404,269","$9,699,480",0,2016,19
Kyle Singler,2017,SF,OKC,"$4,666,500",$0,"$4,666,500",0.047,"$4,666,500","$4,750,000",4,"$19,000,000","$17,139,000",2020,2015,26
Justin Holiday,2017,SG,CHI,"$4,615,385",$0,"$4,615,385",0.047,"$4,615,385","$4,500,000",2,"$9,000,000","$7,442,199",2019,2017,27
De'Aaron Fox,2017,PG,SAC,"$4,609,200",$0,"$4,609,200",0.047,"$4,609,200","$6,143,127",4,"$24,572,507","$4,609,200",0,2017,19
Marcus Smart,2017,PG,BOS,"$4,538,020",$0,"$4,538,020",0.046,"$4,538,020","$3,707,815",4,"$14,831,260","$14,831,260",2018,2014,19
Kristaps Porzingis,2017,PF,NYK,"$4,503,600",$0,"$4,503,600",0.045,"$4,503,600","$4,662,524",4,"$18,650,094","$12,953,040",2019,2015,19
Dragan Bender,2017,PF,PHX,"$4,468,800",$0,"$4,468,800",0.045,"$4,468,800","$4,825,730",4,"$19,302,919","$8,745,120",2019,2016,18
Devin Harris,2017,PG,DEN,"$4,402,546",$0,"$4,402,546",0.044000000000000004,"$1,567,008","$4,140,721",4,"$16,562,884","$71,847,963",2018,2014,30
Aron Baynes,2017,C,BOS,"$4,328,000",$0,"$4,328,000",0.044000000000000004,"$4,328,000","$4,328,000",1,"$4,328,000","$20,433,460",2018,2017,30
Jamal Crawford,2017,SG,MIN,"$4,328,000",$0,"$4,328,000",0.044000000000000004,"$4,328,000","$4,436,200",2,"$8,872,400","$117,599,661",2019,2017,36
Ron Baker,2017,SG,NYK,"$4,328,000",$0,"$4,328,000",0.044000000000000004,"$4,328,000","$4,436,200",2,"$8,872,400","$4,871,471",2019,2017,23
Jonathan Isaac,2017,PF,ORL,"$4,186,320",$0,"$4,186,320",0.042,"$4,186,320","$5,581,102",4,"$22,324,406","$4,186,320",0,2017,19
Lance Stephenson,2017,SG,IND,"$4,180,000",$0,"$4,180,000",0.042,"$4,180,000","$4,090,000",2,"$8,180,000","$30,820,574",2019,2016,25
Julius Randle,2017,PF,LAL,"$4,149,242",$0,"$4,149,242",0.042,"$4,149,242","$3,386,491",4,"$13,545,962","$13,545,962",2018,2014,19
Kyle O'Quinn,2017,C,NYK,"$4,087,500",$0,"$4,087,500",0.040999999999999995,"$4,087,500","$4,003,125",4,"$16,012,500","$14,249,237",2019,2015,24
Mario Hezonja,2017,SG,ORL,"$4,078,320",$0,"$4,078,320",0.040999999999999995,"$4,078,320","$3,909,880",3,"$11,729,640","$11,729,640",2018,2015,19
Kris Dunn,2017,PG,CHI,"$4,046,760",$0,"$4,046,760",0.040999999999999995,"$4,046,760","$4,372,072",4,"$17,488,287","$7,919,280",2020,2016,21
Jonas Jerebko,2017,PF,UTA,"$4,000,000",$0,"$4,000,000",0.04,"$4,000,000","$4,100,000",2,"$8,200,000","$32,341,734",2019,2017,29
Nemanja Bjelica,2017,PF,MIN,"$3,949,999",$0,"$3,949,999",0.04,"$3,949,999","$3,900,000",3,"$11,700,000","$11,700,000",2018,2015,26
Jose Barea,2017,PG,DAL,"$3,903,900",$0,"$3,903,900",0.039,"$3,903,900","$4,000,425",4,"$16,001,700","$35,524,500",2019,2015,30
Nik Stauskas,2017,SG,BKN,"$3,807,147",$0,"$3,807,147",0.038,"$2,688,663","$3,103,867",4,"$12,415,467","$12,415,467",2018,2014,20
Willie Cauley-Stein,2017,C,SAC,"$3,704,160",$0,"$3,704,160",0.037000000000000005,"$3,704,160","$3,837,619",4,"$15,350,475","$10,653,600",2019,2015,21
Buddy Hield,2017,SG,SAC,"$3,675,480",$0,"$3,675,480",0.037000000000000005,"$3,675,480","$3,971,912",4,"$15,887,648","$7,192,680",0,2016,23
Will Barton,2017,SG,DEN,"$3,533,333",$0,"$3,533,333",0.036000000000000004,"$3,533,333","$3,533,333",3,"$10,599,999","$12,854,114",2018,2015,23
Noah Vonleh,2017,PF,CHI,"$3,505,233",$0,"$3,505,233",0.035,"$1,247,625","$2,854,628",4,"$11,418,513","$11,418,513",2018,2014,18
Zaza Pachulia,2017,C,GSW,"$3,477,600",$0,"$3,477,600",0.035,"$3,477,600","$3,477,600",1,"$3,477,600","$57,035,748",2018,2017,32
Nene Hilario,2017,C,HOU,"$3,477,600",$0,"$3,477,600",0.035,"$3,477,600","$3,651,480",3,"$10,954,440","$126,587,544",2019,2017,34
Troy Daniels,2017,SG,PHX,"$3,408,520",$0,"$3,408,520",0.034,"$3,408,520","$3,333,336",3,"$10,000,009","$8,663,806",2019,2016,24
Emmanuel Mudiay,2017,PG,NYK,"$3,381,480",$0,"$3,381,480",0.034,"$1,203,578","$3,505,000",4,"$14,020,000","$9,725,520",2019,2015,18
Jamal Murray,2017,PG,DEN,"$3,355,320",$0,"$3,355,320",0.034,"$3,355,320","$3,627,677",4,"$14,510,706","$6,566,160",0,2016,18
Elfrid Payton,2017,PG,PHX,"$3,332,340",$0,"$3,332,340",0.034,"$1,186,087","$2,712,375",4,"$10,849,500","$10,849,500",2018,2014,19
Rajon Rondo,2017,PG,NOP,"$3,300,000",$0,"$3,300,000",0.033,"$3,300,000","$3,300,000",1,"$3,300,000","$88,622,794",2018,2017,30
Doug McDermott,2017,SF,DAL,"$3,294,994",$0,"$3,294,994",0.033,"$1,172,794","$2,609,109",4,"$10,436,434","$10,436,434",2018,2014,21
